"amount","time","encodedCategory","daysSinceLastTransport","daysSinceLastGrocery","totalUberSpend","totalGrocerySpend","overspendRisk","transactionTypeUber","transactionTypeGrocery","transactionTypeRestaurant","spendingShift"
-15,1734620236000,5,5,1,0,82.39,0,0,0,0,0
-13.9,1734700889000,8,6,2,0,82.39,0,0,0,0,0
-72.63,1734753212000,6,6,3,0,82.39,0,0,1,0,0
-51.3,1734762445000,3,6,1,0,155.01999999999998,0,0,0,0,0
-10,1734859213000,3,8,2,0,155.01999999999998,0,0,0,0,0
-36.95,1734945632000,0,9,3,0,155.01999999999998,0,1,0,0,0
-15,1734946933000,7,1,3,0,155.01999999999998,0,0,0,1,0
-15,1734954376000,4,1,3,0,155.01999999999998,0,0,0,0,0
-3.79,1735041922000,5,2,4,0,143.05,0,0,0,0,0
-65.81,1735136736000,6,3,5,0,143.05,0,0,1,0,0
-17.98,1735198051000,4,3,1,0,208.86,0,0,0,0,0
-40.25,1735229910000,0,4,2,0,208.86,0,1,0,0,0
-13.58,1735266611000,5,1,2,0,208.86,0,0,0,0,0
-2.36,1735287960000,0,1,2,0,208.86,0,0,0,0,0
-2.36,1735287965000,0,1,2,0,208.86,0,0,0,0,0
-2.29,1735287973000,0,1,2,0,208.86,0,0,0,0,0
-35,1735300193000,4,1,2,0,208.86,0,0,0,0,0
-28.83,1735353378000,5,1,3,0,208.86,0,0,0,0,0
-19.28,1735365207000,0,1,3,0,208.86,0,1,0,0,0
-41.08,1735365211000,0,1,3,0,208.86,0,1,0,0,0
-34.51,1735574796000,0,3,6,0,208.86,0,1,0,0,0
-39.2,1735624109000,0,1,6,0,208.86,0,0,0,0,0
-7.24,1735624722000,6,1,6,0,208.86,0,0,1,0,0
-23.24,1735710673000,0,2,1,0,214.46,0,1,0,0,0
-1.97,1735721736000,0,1,2,0,214.46,0,0,0,0,0
-2.16,1735721744000,0,1,2,0,214.46,0,0,0,0,0
-6.04,1735798599000,5,1,3,0,214.46,0,0,0,0,0
-18.99,1735831280000,4,2,3,0,214.46,0,0,0,0,0
250,1735856651000,16,2,3,0,214.46,0,0,0,0,0
-99.99,1735873466000,4,2,3,0,214.46,0,0,0,0,0
-4,1735894964000,0,3,4,0,149.73000000000002,0,0,0,0,0
-1.29,1735894968000,0,1,4,0,149.73000000000002,0,0,0,0,0
-3.46,1735894979000,0,1,4,0,149.73000000000002,0,0,0,0,0
-1.36,1735894980000,0,1,4,0,149.73000000000002,0,0,0,0,0
-0.46,1735894980000,0,1,4,0,149.73000000000002,0,0,0,0,0
-3.5,1736217778000,6,4,7,0,149.73000000000002,0,0,1,0,0
-3.99,1736297557000,4,5,1,0,153.23000000000002,0,0,0,0,0
-4.23,1736330778000,0,6,2,0,153.23000000000002,0,0,0,0,0
-4.58,1736330792000,0,1,2,0,153.23000000000002,0,0,0,0,0
-4.58,1736517460000,0,3,4,0,153.23000000000002,0,0,0,0,0
-4.23,1736517475000,0,1,4,0,153.23000000000002,0,0,0,0,0
-4.23,1736586651000,0,1,5,0,153.23000000000002,0,0,0,0,0
-4.58,1736586664000,0,1,5,0,153.23000000000002,0,0,0,0,0
-0.7,1736763083000,0,3,7,0,153.23000000000002,0,0,0,0,0
-0.51,1736763088000,0,1,7,0,153.23000000000002,0,0,0,0,0
-2.42,1736763091000,0,1,7,0,153.23000000000002,0,0,0,0,0
-1.6,1736763096000,0,1,7,0,153.23000000000002,0,0,0,0,0
-4.02,1736763098000,0,1,7,0,153.23000000000002,0,0,0,0,0
-0.7,1736763101000,0,1,7,0,153.23000000000002,0,0,0,0,0
-4.39,1737110791000,0,5,11,0,151.48000000000002,0,0,0,0,0
-8.97,1737277876000,0,2,13,0,149.18,0,0,0,0,0
4.39,1737364361000,0,2,14,0,76.55,0,0,0,0,0
-2.5,1737388065000,8,1,14,0,76.55,0,0,0,0,0
-21.68,1737525962000,0,2,16,0,76.55,0,1,0,0,0
-10.9,1737525969000,0,1,16,0,76.55,0,1,0,0,0
-4.23,1737543904000,0,1,16,0,76.55,0,0,0,0,0
-1.48,1737543912000,0,1,16,0,76.55,0,0,0,0,0
-26.93,1737559996000,4,1,16,0,76.55,0,0,0,0,0
-36.12,1737632826000,4,2,17,0,76.55,0,0,0,0,0
-65.31,1737632832000,4,2,17,0,76.55,0,0,0,0,0
-4.58,1737803290000,0,4,19,0,10.74,0,0,0,0,0
-4.23,1737803297000,0,1,19,0,10.74,0,0,0,0,0
-10.52,1737804311000,4,1,19,0,10.74,0,0,0,0,0
-4.45,1737882353000,0,1,20,0,10.74,0,0,0,0,0
-0.94,1737882359000,0,1,20,0,10.74,0,0,0,0,0
-3.42,1737882360000,0,1,20,0,10.74,0,0,0,0,0
-17.98,1737897131000,4,1,20,0,10.74,0,0,0,0,0
-114.49,1737950180000,3,1,21,0,10.74,0,0,0,0,0
-1,1738035512000,8,2,22,0,10.74,0,0,0,0,0
-4.39,1738066658000,0,3,22,0,10.74,0,0,0,0,0
-0.65,1738066674000,0,1,22,0,10.74,0,0,0,0,0
-22.83,1738067775000,0,1,22,0,10.74,0,1,0,0,0
-10,1738128734000,7,1,23,0,10.74,0,0,0,1,0
-4.23,1738141385000,0,1,23,0,10.74,0,0,0,0,0
-4.58,1738141387000,0,1,23,0,10.74,0,0,0,0,0
-0.5,1738207940000,8,1,24,0,10.74,0,0,0,0,0
-0.68,1738228824000,0,2,24,0,3.5,0,0,0,0,0
-0.7,1738228828000,0,1,24,0,3.5,0,0,0,0,0
-0.7,1738228838000,0,1,24,0,3.5,0,0,0,0,0
-3.42,1738228839000,0,1,24,0,3.5,0,0,0,0,0
-2.36,1738228850000,0,1,24,0,3.5,0,0,0,0,0
-1.54,1738228850000,0,1,24,0,3.5,0,0,0,0,0
-4.23,1738314151000,0,1,25,0,3.5,0,0,0,0,0
-1.15,1738344215000,5,1,25,0,3.5,0,0,0,0,0
-1.45,1738496932000,0,3,27,0,3.5,0,0,0,0,0
-1.82,1738496937000,0,1,27,0,3.5,0,0,0,0,0
-2.42,1738496952000,0,1,27,0,3.5,0,0,0,0,0
-2.8,1738572582000,0,1,28,0,3.5,0,0,0,0,0
-2.8,1738572586000,0,1,28,0,3.5,0,0,0,0,0
-4.58,1738572605000,0,1,28,0,3.5,0,0,0,0,0
-4.47,1738572611000,0,1,28,0,3.5,0,0,0,0,0
-1.36,1738572614000,0,1,28,0,3.5,0,0,0,0,0
-4.23,1738749153000,0,3,30,0,3.5,0,0,0,0,0
-1.82,1738749155000,0,1,30,0,3.5,0,0,0,0,0
-2.36,1738749174000,0,1,30,0,3.5,0,0,0,0,0
-5.99,1738820039000,6,1,31,0,0,0,0,1,0,0
-4.58,1738931981000,0,3,2,0,5.99,0,0,0,0,0
-4.23,1738931983000,0,1,2,0,5.99,0,0,0,0,0
-3.99,1738976997000,4,1,2,0,5.99,0,0,0,0,0
-6.25,1738984246000,5,1,2,0,5.99,0,0,0,0,0
-5.9,1738984452000,7,1,2,0,5.99,0,0,0,1,0
-3.1,1738984456000,7,1,2,0,5.99,0,0,0,1,0
-4.45,1739011760000,0,1,3,0,5.99,0,0,0,0,0
-4.23,1739011769000,0,1,3,0,5.99,0,0,0,0,0
-1,1739013062000,3,1,3,0,5.99,0,0,0,0,0
-8.3,1739097307000,0,1,4,0,5.99,0,0,0,0,0
-0.02,1739446270000,8,5,8,0,5.99,0,0,0,0,0
-1.3,1739462179000,6,5,8,0,5.99,0,0,1,0,0
-8.5,1739510596000,0,5,1,0,7.29,0,0,0,0,0
-3.4,1739528775000,0,1,1,0,7.29,0,0,0,0,0
-11.8,1739532668000,7,1,1,0,7.29,0,0,0,1,0
-30,1739629112000,5,2,2,0,7.29,0,0,0,0,0
-6.2,1739629153000,7,2,2,0,7.29,0,0,0,1,0
-15.4,1739641747000,7,2,3,0,7.29,0,0,0,1,0
-99.59,1739676214000,8,2,3,0,7.29,0,0,0,0,0
-140.18,1739707525000,8,3,3,0,7.29,0,0,0,0,0
99.59,1739762621000,8,3,4,0,7.29,0,0,0,0,0
-1.9,1739780320000,7,3,4,0,7.29,0,0,0,1,0
-4.5,1739780406000,7,3,4,0,7.29,0,0,0,1,0
-10.9,1739780721000,0,3,4,0,7.29,0,0,0,0,0
-39.03,1739781373000,7,1,4,0,7.29,0,1,0,1,0
-7.7,1739782126000,7,1,4,0,7.29,0,0,0,1,0
-2.95,1739782127000,7,1,4,0,7.29,0,0,0,1,0
-2.65,1739782130000,7,1,4,0,7.29,0,0,0,1,0
-238.02,1739847821000,8,1,5,0,7.29,0,0,0,0,0
-23.2,1739848264000,4,1,5,0,7.29,0,0,0,0,0
-27.97,1739875704000,7,2,5,0,7.29,0,1,0,1,0
-4.19,1739965695000,6,3,6,0,7.29,0,0,1,0,0
-5.29,1740019767000,1,3,1,0,11.48,0,0,0,0,0
-10,1740028461000,10,3,1,0,11.48,0,0,0,0,0
-122.99,1740129709000,3,5,2,0,11.48,0,0,0,0,0
-51.77,1740130111000,0,5,2,0,11.48,0,1,0,0,0
-21.97,1740218077000,0,2,3,0,11.48,0,1,0,0,0
-33.47,1740303330000,5,1,4,0,11.48,0,0,0,0,0
-26.85,1740304287000,4,1,4,0,11.48,0,0,0,0,0
-15.5,1740397880000,4,3,6,0,11.48,0,0,0,0,0
-0.5,1740453863000,8,3,6,0,11.48,0,0,0,0,0
-36.12,1740483846000,4,4,6,0,11.48,0,0,0,0,0
-4.23,1740567250000,0,5,7,0,11.48,0,0,0,0,0
-17.98,1740569135000,4,1,7,0,11.48,0,0,0,0,0
-1,1740682576000,4,2,9,0,11.48,0,0,0,0,0
-10.85,1740798340000,7,3,10,0,11.48,0,0,0,1,0
-12.45,1740899472000,0,4,11,0,11.48,0,1,0,0,0
-14.82,1740992987000,0,2,12,0,11.48,0,1,0,0,0
-5.75,1741231742000,6,3,15,0,11.48,0,0,1,0,0
-3.99,1741392572000,4,5,2,0,17.23,0,0,0,0,0
-1.39,1741514599000,0,7,4,0,11.24,0,0,0,0,0
-15,1741596946000,7,1,5,0,11.24,0,0,0,1,0
-91.81,1741658334000,4,2,5,0,11.24,0,0,0,0,0
-2.38,1741680445000,0,2,6,0,11.24,0,0,0,0,0
-2.31,1741680448000,0,1,6,0,11.24,0,0,0,0,0
-2.36,1741680457000,0,1,6,0,11.24,0,0,0,0,0
-0.22,1741680464000,0,1,6,0,11.24,0,0,0,0,0
-6.44,1741680471000,0,1,6,0,11.24,0,0,0,0,0
-33.8,1741681649000,10,1,6,0,11.24,0,0,0,0,0
-26.87,1741841666000,6,2,8,0,11.24,0,0,1,0,0
-12.57,1742015475000,6,4,3,0,38.11,0,0,1,0,0
-6,1742121725000,0,6,2,0,49.38,0,0,0,0,0
-5.03,1742122610000,3,1,2,0,49.38,0,0,0,0,0
-5.5,1742181940000,3,1,2,0,49.38,0,0,0,0,0
-3.2,1742203888000,7,1,3,0,49.38,0,0,0,1,0
-22.27,1742275172000,4,2,4,0,49.38,0,0,0,0,0
-25.97,1742704474000,4,7,8,0,45.190000000000005,0,0,0,0,0
-11.23,1742704732000,4,7,8,0,45.190000000000005,0,0,0,0,0
-26.53,1742817139000,4,9,10,0,45.190000000000005,0,0,0,0,0
-36.12,1742903296000,4,10,11,0,45.190000000000005,0,0,0,0,0
-17.98,1742980527000,4,10,12,0,45.190000000000005,0,0,0,0,0
-4.49,1743298458000,5,14,15,0,45.190000000000005,0,0,0,0,0
-27.11,1743298472000,6,14,15,0,45.190000000000005,0,0,1,0,0
-5.48,1743298656000,3,14,1,0,72.30000000000001,0,0,0,0,0
-2.49,1743299723000,6,14,1,0,72.30000000000001,0,0,1,0,0
-2.39,1743330266000,6,14,1,0,74.79,0,0,1,0,0
-10.46,1743335852000,6,15,1,0,77.18,0,0,1,0,0
-24.14,1743388257000,6,15,1,0,87.64000000000001,0,0,1,0,0
-7.58,1743389576000,6,15,1,0,111.78000000000002,0,0,1,0,0
-28.5,1743430159000,4,16,1,0,119.36000000000001,0,0,0,0,0
-256,1743561236000,8,17,2,0,119.36000000000001,0,0,0,0,0
-8,1743905922000,7,21,6,0,113.60999999999999,0,0,0,1,0
-4.58,1743927033000,0,21,7,0,113.60999999999999,0,0,0,0,0
-3.99,1744078714000,4,2,8,0,113.60999999999999,0,0,0,0,0
-24.52,1744163729000,7,3,9,0,113.60999999999999,0,0,0,1,0
-0.5,1744251647000,8,4,10,0,113.60999999999999,0,0,0,0,0
-88.84,1744336730000,4,5,11,0,113.60999999999999,0,0,0,0,0
-4.23,1744360534000,0,6,12,0,113.60999999999999,0,0,0,0,0
-18.49,1744599294000,4,3,15,0,86.74,0,0,0,0,0
-14.76,1744695060000,0,4,16,0,74.17,0,1,0,0,0
-34,1744900422000,7,3,18,0,74.17,0,0,0,1,0
-26.66,1744944168000,4,3,18,0,74.17,0,0,0,0,0
-23.14,1744944168000,4,3,18,0,74.17,0,0,0,0,0
-19.34,1744952616000,6,3,19,0,74.17,0,0,1,0,0
-4,1744952616000,6,3,19,0,74.17,0,0,1,0,0
-21.38,1744954292000,4,4,1,0,97.51,0,0,0,0,0
-23.9,1745028541000,7,4,1,0,97.51,0,0,0,1,0
-289.96,1745115108000,5,5,2,0,97.51,0,0,0,0,0
-32.63,1745124369000,6,5,2,0,97.51,0,0,1,0,0
-6.7,1745124369000,6,5,2,0,97.51,0,0,1,0,0
-4,1745145831000,0,6,1,0,136.84,0,0,0,0,0
-34,1745145845000,7,1,1,0,136.84,0,0,0,1,0
-15.5,1745405660000,4,4,4,0,136.84,0,0,0,0,0
-0.5,1745464343000,8,4,4,0,136.84,0,0,0,0,0
-7.61,1745471416000,6,4,5,0,136.84,0,0,1,0,0
-4.23,1745571352000,0,5,2,0,144.45000000000002,0,0,0,0,0
-2.8,1745571361000,0,1,2,0,144.45000000000002,0,0,0,0,0
-8.43,1745647166000,6,1,3,0,144.45000000000002,0,0,1,0,0
-17.98,1745665022000,4,2,1,0,152.88000000000002,0,0,0,0,0
4000,1714514400000,18,,,0,0,0,0,0,0,0
-1800,1714514400000,19,,,0,0,0,0,0,0,0
4000,1717192800000,20,3,10,0,110.52,0,0,0,0,0
-1800,1717192800000,19,3,10,0,110.52,0,0,0,0,0
4000,1719784800000,18,1,2,0,137.19,0,0,0,0,0
-1800,1719784800000,19,1,2,0,137.19,0,0,0,0,0
4000,1722463200000,18,1,10,0,85.02,0,0,0,0,0
-1800,1722463200000,19,1,10,0,85.02,0,0,0,0,0
4000,1725141600000,20,2,1,0,63.660000000000004,0,0,0,0,0
-1800,1725141600000,19,2,1,0,63.660000000000004,0,0,0,0,0
4000,1727733600000,18,1,1,0,202.42999999999998,0,0,0,0,0
-1800,1727733600000,19,1,1,0,202.42999999999998,0,0,0,0,0
4000,1730415600000,18,3,7,0,267.29,0,0,0,0,0
-1800,1730415600000,19,3,7,0,267.29,0,0,0,0,0
4000,1733007600000,18,1,7,0,62.12,0,0,0,0,0
-1800,1733007600000,19,1,7,0,62.12,0,0,0,0,0
4000,1735686000000,18,1,1,0,216.10000000000002,0,0,0,0,0
-1800,1735686000000,19,1,1,0,216.10000000000002,0,0,0,0,0
4000,1738364400000,18,1,25,0,3.5,0,0,0,0,0
-1800,1738364400000,19,1,25,0,3.5,0,0,0,0,0
4000,1740783600000,18,3,10,0,11.48,0,0,0,0,0
-1800,1740783600000,19,3,10,0,11.48,0,0,0,0,0
4000,1743458400000,18,16,1,0,119.36000000000001,0,0,0,0,0
-1800,1743458400000,19,16,1,0,119.36000000000001,0,0,0,0,0
